FECHA;INUMET
1/12/2024;0
2/12/2024;38.8
3/12/2024;2.5
4/12/2024;0
5/12/2024;0
6/12/2024;19.7
7/12/2024;1.6
8/12/2024;0
9/12/2024;0
10/12/2024;0
11/12/2024;0
12/12/2024;0
13/12/2024;0
14/12/2024;0
15/12/2024;2
16/12/2024;0.4
17/12/2024;0
18/12/2024;0
19/12/2024;1.7
20/12/2024;0.9
21/12/2024;0
22/12/2024;0
23/12/2024;0
24/12/2024;0
25/12/2024;0.7
26/12/2024;5.3
27/12/2024;0
28/12/2024;0
29/12/2024;0
30/12/2024;0
31/12/2024;0
