"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena","Chacarita"
2025-02-05 10:01:32,,,,,,,0.51,,,,,,,,,
2025-02-05 10:01:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:01:59,,,,2.54,,,,,,,,,,,,
2025-02-05 10:02:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:02:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:02:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:02:21,,14.99,0.00,,,,,,,,,,,,0.00,
2025-02-05 10:02:58,,,,,1.52,,,,,,,,,,,
2025-02-05 10:03:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:03:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:03:33,,,,,,,,6.86,,,,,,,,
2025-02-05 10:04:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:05:15,,,,,,,,,,,,1.27,,,,
2025-02-05 10:05:37,,,,,,,,,,,,,,,,1.78
2025-02-05 10:06:32,,,,,,,0.51,,,,,,,,,
2025-02-05 10:06:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:06:59,,,,2.79,,,,,,,,,,,,
2025-02-05 10:07:05,,,,,,,,,,,,,,0.00,,
2025-02-05 10:07:05,,,,,,,,,,0.00,,,,,,
2025-02-05 10:07:12,,,,,,0.51,,,,,,,,,,
2025-02-05 10:07:21,,14.99,0.00,,,,,,,,,,,,0.00,
2025-02-05 10:07:58,,,,,1.52,,,,,,,,,,,
2025-02-05 10:08:06,0.00,,,,,,,,,,,,,,,
2025-02-05 10:08:10,,,,,,,,,0.00,,,,,,,
2025-02-05 10:08:33,,,,,,,,6.86,,,,,,,,
2025-02-05 10:09:22,,,,,,,,,,,,,0.00,,,
2025-02-05 10:10:15,,,,,,,,,,,,1.52,,,,
2025-02-05 10:10:37,,,,,,,,,,,,,,,,2.03
2025-02-05 10:11:32,,,,,,,0.51,,,,,,,,,
2025-02-05 10:11:45,,,,,,,,,,,0.00,,,,,
2025-02-05 10:11:59,,,,2.79,,,,,,,,,,,,
