Time,Ciudad Vieja,Punta Carretas,Curva de Maroñas,La Blanqueada,Prado,Lezica,Casavalle,Carrasco,Manga,Cerro,Felipe Cardoso,Malvín,La Esperanza,Santiago Vázquez,Colón,Paso de la Arena
2024-12-01 08:30:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:31:41,,,,,,,,,,,,0.00,,,,
2024-12-01 08:33:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:33:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:33:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:34:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:34:12,,,,,,0.51,,,,,,,,,,
2024-12-01 08:34:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:34:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:34:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:34:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:34:55,,,,,,,,,,,,,,,,0.25
2024-12-01 08:34:56,,0.25,,,,,,,,,,,,,,
2024-12-01 08:35:31,0.00,,,,,,,,,,,,,,,
2024-12-01 08:35:36,,,,,,,,,0.00,,,,,,,
2024-12-01 08:35:52,,,,,,,,,,,0.00,,,,,
2024-12-01 08:35:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:36:41,,,,,,,,,,,,0.25,,,,
2024-12-01 08:38:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:38:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:38:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:39:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:39:12,,,,,,0.51,,,,,,,,,,
2024-12-01 08:39:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:39:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:39:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:39:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:39:55,,,,,,,,,,,,,,,,0.25
2024-12-01 08:39:56,,0.25,,,,,,,,,,,,,,
2024-12-01 08:40:33,0.00,,,,,,,,,,,,,,,
2024-12-01 08:40:36,,,,,,,,,0.00,,,,,,,
2024-12-01 08:40:52,,,,,,,,,,,0.00,,,,,
2024-12-01 08:40:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:41:41,,,,,,,,,,,,0.25,,,,
2024-12-01 08:43:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:43:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:43:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:44:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:44:12,,,,,,0.51,,,,,,,,,,
2024-12-01 08:44:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:44:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:44:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:44:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:44:56,,0.25,,,,,,,,,,,,,,0.25
2024-12-01 08:45:30,0.00,,,,,,,,,,,,,,,
2024-12-01 08:45:36,,,,,,,,,0.00,,,,,,,
2024-12-01 08:45:52,,,,,,,,,,,0.00,,,,,
2024-12-01 08:45:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:46:41,,,,,,,,,,,,0.25,,,,
2024-12-01 08:48:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:48:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:48:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:49:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:49:13,,,,,,0.51,,,,,,,,,,
2024-12-01 08:49:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:49:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:49:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:49:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:49:56,,0.25,,,,,,,,,,,,,,0.25
2024-12-01 08:50:31,0.00,,,,,,,,,,,,,,,
2024-12-01 08:50:36,,,,,,,,,0.00,,,,,,,
2024-12-01 08:50:52,,,,,,,,,,,0.00,,,,,
2024-12-01 08:50:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:51:41,,,,,,,,,,,,0.25,,,,
2024-12-01 08:53:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:53:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:53:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:54:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:54:13,,,,,,0.76,,,,,,,,,,
2024-12-01 08:54:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:54:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:54:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:54:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:54:56,,,,,,,,,,,,,,,,0.25
2024-12-01 08:54:57,,0.25,,,,,,,,,,,,,,
2024-12-01 08:55:30,0.00,,,,,,,,,,,,,,,
2024-12-01 08:55:36,,,,,,,,,0.00,,,,,,,
2024-12-01 08:55:52,,,,,,,,,,,0.00,,,,,
2024-12-01 08:55:52,,,,0.25,,,,,,,,,,,,
2024-12-01 08:56:41,,,,,,,,,,,,0.25,,,,
2024-12-01 08:58:36,,,,,,,0.00,,,,,,,,,
2024-12-01 08:58:37,,,,,,,,,,,,,,0.51,,
2024-12-01 08:58:52,,,,,,,,0.51,,,,,,,,
2024-12-01 08:59:10,,,,,0.51,,,,,,,,,,,
2024-12-01 08:59:13,,,,,,0.76,,,,,,,,,,
2024-12-01 08:59:18,,,,,,,,,,0.00,,,,,,
2024-12-01 08:59:45,,,,,,,,,,,,,0.76,,,
2024-12-01 08:59:47,,,,,,,,,,,,,,,0.00,
2024-12-01 08:59:51,,,0.25,,,,,,,,,,,,,
2024-12-01 08:59:56,,,,,,,,,,,,,,,,0.25
2024-12-01 08:59:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:00:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:00:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:00:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:00:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:01:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:03:36,,,,,,,0.00,,,,,,,,,
2024-12-01 09:03:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:03:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:04:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:04:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:04:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:04:47,,,,,,,,,,,,,,,0.00,
2024-12-01 09:04:51,,,0.25,,,,,,,,,,,,,
2024-12-01 09:04:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:04:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:05:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:05:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:05:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:05:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:06:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:08:36,,,,,,,0.00,,,,,,,,,
2024-12-01 09:08:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:08:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:09:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:09:15,,,,,0.51,,,,,,,,,,,
2024-12-01 09:09:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:09:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:09:47,,,,,,,,,,,,,,,0.00,
2024-12-01 09:09:51,,,0.25,,,,,,,,,,,,,
2024-12-01 09:09:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:09:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:10:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:10:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:10:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:10:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:11:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:13:36,,,,,,,0.00,,,,,,,,,
2024-12-01 09:13:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:13:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:14:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:14:15,,,,,0.51,,,,,,,,,,,
2024-12-01 09:14:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:14:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:14:47,,,,,,,,,,,,,,,0.00,
2024-12-01 09:14:51,,,0.25,,,,,,,,,,,,,
2024-12-01 09:14:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:14:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:15:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:15:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:15:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:15:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:16:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:18:36,,,,,,,0.00,,,,,,,,,
2024-12-01 09:18:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:18:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:19:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:19:15,,,,,0.51,,,,,,,,,,,
2024-12-01 09:19:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:19:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:19:47,,,,,,,,,,,,,,,0.00,
2024-12-01 09:19:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:19:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:19:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:20:36,0.00,,,,,,,,,,,,,,,
2024-12-01 09:20:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:20:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:20:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:21:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:23:36,,,,,,,0.00,,,,,,,,,
2024-12-01 09:23:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:23:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:24:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:24:15,,,,,0.51,,,,,,,,,,,
2024-12-01 09:24:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:24:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:24:47,,,,,,,,,,,,,,,0.00,
2024-12-01 09:24:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:24:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:24:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:25:36,0.00,,,,,,,,,,,,,,,
2024-12-01 09:25:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:25:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:25:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:26:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:28:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:28:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:28:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:29:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:29:15,,,,,0.51,,,,,,,,,,,
2024-12-01 09:29:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:29:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:29:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:29:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:29:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:29:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:30:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:30:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:30:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:30:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:31:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:33:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:33:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:33:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:34:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:34:16,,,,,0.51,,,,,,,,,,,
2024-12-01 09:34:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:34:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:34:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:34:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:34:56,,,,,,,,,,,,,,,,0.25
2024-12-01 09:34:57,,0.25,,,,,,,,,,,,,,
2024-12-01 09:35:32,0.00,,,,,,,,,,,,,,,
2024-12-01 09:35:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:35:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:35:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:36:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:38:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:38:38,,,,,,,,,,,,,,0.51,,
2024-12-01 09:38:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:39:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:39:16,,,,,0.51,,,,,,,,,,,
2024-12-01 09:39:18,,,,,,,,,,0.00,,,,,,
2024-12-01 09:39:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:39:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:39:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:39:57,,0.25,,,,,,,,,,,,,,0.25
2024-12-01 09:40:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:40:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:40:52,,,,,,,,,,,0.00,,,,,
2024-12-01 09:40:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:41:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:43:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:43:38,,,,,,,,,,,,,,0.76,,
2024-12-01 09:43:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:44:13,,,,,,0.76,,,,,,,,,,
2024-12-01 09:44:16,,,,,0.51,,,,,,,,,,,
2024-12-01 09:44:18,,,,,,,,,,0.25,,,,,,
2024-12-01 09:44:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:44:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:44:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:44:57,,0.25,,,,,,,,,,,,,,0.25
2024-12-01 09:45:32,0.00,,,,,,,,,,,,,,,
2024-12-01 09:45:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:45:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:45:53,,,,,,,,,,,0.00,,,,,
2024-12-01 09:46:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:48:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:48:38,,,,,,,,,,,,,,2.03,,
2024-12-01 09:48:53,,,,,,,,0.51,,,,,,,,
2024-12-01 09:49:13,,,,,,1.02,,,,,,,,,,
2024-12-01 09:49:16,,,,,0.51,,,,,,,,,,,
2024-12-01 09:49:18,,,,,,,,,,0.25,,,,,,
2024-12-01 09:49:45,,,,,,,,,,,,,0.76,,,
2024-12-01 09:49:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:49:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:49:57,,,,,,,,,,,,,,,,0.25
2024-12-01 09:49:58,,0.25,,,,,,,,,,,,,,
2024-12-01 09:50:32,0.00,,,,,,,,,,,,,,,
2024-12-01 09:50:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:50:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:50:53,,,,,,,,,,,0.00,,,,,
2024-12-01 09:51:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:53:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:53:38,,,,,,,,,,,,,,2.54,,
2024-12-01 09:53:53,,,,,,,,0.76,,,,,,,,
2024-12-01 09:54:13,,,,,,2.79,,,,,,,,,,
2024-12-01 09:54:16,,,,,0.51,,,,,,,,,,,
2024-12-01 09:54:18,,,,,,,,,,0.25,,,,,,
2024-12-01 09:54:46,,,,,,,,,,,,,0.76,,,
2024-12-01 09:54:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:54:52,,,0.25,,,,,,,,,,,,,
2024-12-01 09:54:57,,,,,,,,,,,,,,,,0.51
2024-12-01 09:54:58,,0.25,,,,,,,,,,,,,,
2024-12-01 09:55:31,0.00,,,,,,,,,,,,,,,
2024-12-01 09:55:36,,,,,,,,,0.00,,,,,,,
2024-12-01 09:55:52,,,,0.25,,,,,,,,,,,,
2024-12-01 09:55:53,,,,,,,,,,,0.00,,,,,
2024-12-01 09:56:41,,,,,,,,,,,,0.25,,,,
2024-12-01 09:58:37,,,,,,,0.00,,,,,,,,,
2024-12-01 09:58:38,,,,,,,,,,,,,,2.54,,
2024-12-01 09:58:53,,,,,,,,0.76,,,,,,,,
2024-12-01 09:59:14,,,,,,3.81,,,,,,,,,,
2024-12-01 09:59:16,,,,,1.27,,,,,,,,,,,
2024-12-01 09:59:18,,,,,,,,,,0.51,,,,,,
2024-12-01 09:59:46,,,,,,,,,,,,,0.76,,,
2024-12-01 09:59:48,,,,,,,,,,,,,,,0.00,
2024-12-01 09:59:52,,,0.76,,,,,,,,,,,,,
2024-12-01 09:59:57,,,,,,,,,,,,,,,,0.76
2024-12-01 09:59:58,,0.25,,,,,,,,,,,,,,
2024-12-01 10:00:32,0.20,,,,,,,,,,,,,,,
2024-12-01 10:00:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:00:52,,,,0.51,,,,,,,,,,,,
2024-12-01 10:00:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:01:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:03:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:03:38,,,,,,,,,,,,,,2.54,,
2024-12-01 10:03:53,,,,,,,,1.02,,,,,,,,
2024-12-01 10:04:14,,,,,,3.81,,,,,,,,,,
2024-12-01 10:04:16,,,,,1.27,,,,,,,,,,,
2024-12-01 10:04:18,,,,,,,,,,0.51,,,,,,
2024-12-01 10:04:46,,,,,,,,,,,,,3.56,,,
2024-12-01 10:04:48,,,,,,,,,,,,,,,0.00,
2024-12-01 10:04:52,,,1.27,,,,,,,,,,,,,
2024-12-01 10:04:57,,,,,,,,,,,,,,,,0.76
2024-12-01 10:04:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:05:31,0.40,,,,,,,,,,,,,,,
2024-12-01 10:05:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:05:52,,,,0.76,,,,,,,,,,,,
2024-12-01 10:05:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:06:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:08:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:08:38,,,,,,,,,,,,,,2.54,,
2024-12-01 10:08:53,,,,,,,,1.27,,,,,,,,
2024-12-01 10:09:14,,,,,,3.81,,,,,,,,,,
2024-12-01 10:09:16,,,,,1.27,,,,,,,,,,,
2024-12-01 10:09:18,,,,,,,,,,0.51,,,,,,
2024-12-01 10:09:46,,,,,,,,,,,,,4.06,,,
2024-12-01 10:09:48,,,,,,,,,,,,,,,0.00,
2024-12-01 10:09:52,,,1.27,,,,,,,,,,,,,
2024-12-01 10:09:57,,,,,,,,,,,,,,,,0.76
2024-12-01 10:09:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:10:31,0.40,,,,,,,,,,,,,,,
2024-12-01 10:10:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:10:52,,,,0.76,,,,,,,,,,,,
2024-12-01 10:10:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:11:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:13:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:13:38,,,,,,,,,,,,,,2.54,,
2024-12-01 10:13:53,,,,,,,,1.27,,,,,,,,
2024-12-01 10:14:14,,,,,,3.81,,,,,,,,,,
2024-12-01 10:14:16,,,,,1.27,,,,,,,,,,,
2024-12-01 10:14:18,,,,,,,,,,0.51,,,,,,
2024-12-01 10:14:46,,,,,,,,,,,,,4.06,,,
2024-12-01 10:14:48,,,,,,,,,,,,,,,0.00,
2024-12-01 10:14:52,,,1.27,,,,,,,,,,,,,
2024-12-01 10:14:57,,,,,,,,,,,,,,,,0.76
2024-12-01 10:14:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:15:31,0.40,,,,,,,,,,,,,,,
2024-12-01 10:15:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:15:52,,,,0.76,,,,,,,,,,,,
2024-12-01 10:15:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:16:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:18:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:18:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:18:53,,,,,,,,1.27,,,,,,,,
2024-12-01 10:19:14,,,,,,4.06,,,,,,,,,,
2024-12-01 10:19:16,,,,,1.27,,,,,,,,,,,
2024-12-01 10:19:18,,,,,,,,,,0.51,,,,,,
2024-12-01 10:19:46,,,,,,,,,,,,,4.06,,,
2024-12-01 10:19:49,,,,,,,,,,,,,,,0.00,
2024-12-01 10:19:52,,,1.27,,,,,,,,,,,,,
2024-12-01 10:19:57,,,,,,,,,,,,,,,,0.76
2024-12-01 10:19:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:20:32,0.40,,,,,,,,,,,,,,,
2024-12-01 10:20:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:20:52,,,,0.76,,,,,,,,,,,,
2024-12-01 10:20:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:21:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:23:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:23:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:23:53,,,,,,,,1.27,,,,,,,,
2024-12-01 10:24:14,,,,,,5.08,,,,,,,,,,
2024-12-01 10:24:16,,,,,1.27,,,,,,,,,,,
2024-12-01 10:24:18,,,,,,,,,,0.76,,,,,,
2024-12-01 10:24:46,,,,,,,,,,,,,4.32,,,
2024-12-01 10:24:48,,,,,,,,,,,,,,,0.00,
2024-12-01 10:24:53,,,1.27,,,,,,,,,,,,,
2024-12-01 10:24:57,,,,,,,,,,,,,,,,1.02
2024-12-01 10:24:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:25:32,0.40,,,,,,,,,,,,,,,
2024-12-01 10:25:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:25:52,,,,0.76,,,,,,,,,,,,
2024-12-01 10:25:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:26:41,,,,,,,,,,,,0.25,,,,
2024-12-01 10:28:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:28:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:28:53,,,,,,,,1.27,,,,,,,,
2024-12-01 10:29:14,,,,,,5.33,,,,,,,,,,
2024-12-01 10:29:16,,,,,2.03,,,,,,,,,,,
2024-12-01 10:29:18,,,,,,,,,,0.76,,,,,,
2024-12-01 10:29:46,,,,,,,,,,,,,5.84,,,
2024-12-01 10:29:48,,,,,,,,,,,,,,,0.00,
2024-12-01 10:29:53,,,1.52,,,,,,,,,,,,,
2024-12-01 10:29:57,,,,,,,,,,,,,,,,1.02
2024-12-01 10:29:58,,0.76,,,,,,,,,,,,,,
2024-12-01 10:30:32,0.60,,,,,,,,,,,,,,,
2024-12-01 10:30:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:30:52,,,,1.27,,,,,,,,,,,,
2024-12-01 10:30:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:31:42,,,,,,,,,,,,0.25,,,,
2024-12-01 10:33:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:33:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:33:53,,,,,,,,2.03,,,,,,,,
2024-12-01 10:34:14,,,,,,5.33,,,,,,,,,,
2024-12-01 10:34:16,,,,,2.03,,,,,,,,,,,
2024-12-01 10:34:18,,,,,,,,,,0.76,,,,,,
2024-12-01 10:34:46,,,,,,,,,,,,,6.35,,,
2024-12-01 10:34:49,,,,,,,,,,,,,,,0.00,
2024-12-01 10:34:53,,,1.78,,,,,,,,,,,,,
2024-12-01 10:34:57,,,,,,,,,,,,,,,,1.02
2024-12-01 10:34:58,,1.02,,,,,,,,,,,,,,
2024-12-01 10:35:32,0.60,,,,,,,,,,,,,,,
2024-12-01 10:35:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:35:52,,,,1.27,,,,,,,,,,,,
2024-12-01 10:35:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:36:42,,,,,,,,,,,,0.25,,,,
2024-12-01 10:38:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:38:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:38:53,,,,,,,,2.29,,,,,,,,
2024-12-01 10:39:14,,,,,,5.33,,,,,,,,,,
2024-12-01 10:39:16,,,,,2.03,,,,,,,,,,,
2024-12-01 10:39:18,,,,,,,,,,0.76,,,,,,
2024-12-01 10:39:46,,,,,,,,,,,,,6.60,,,
2024-12-01 10:39:49,,,,,,,,,,,,,,,0.00,
2024-12-01 10:39:53,,,1.78,,,,,,,,,,,,,
2024-12-01 10:39:57,,,,,,,,,,,,,,,,1.02
2024-12-01 10:39:59,,1.02,,,,,,,,,,,,,,
2024-12-01 10:40:33,0.60,,,,,,,,,,,,,,,
2024-12-01 10:40:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:40:52,,,,1.27,,,,,,,,,,,,
2024-12-01 10:40:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:41:42,,,,,,,,,,,,0.25,,,,
2024-12-01 10:43:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:43:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:43:53,,,,,,,,2.54,,,,,,,,
2024-12-01 10:44:14,,,,,,5.33,,,,,,,,,,
2024-12-01 10:44:16,,,,,2.03,,,,,,,,,,,
2024-12-01 10:44:18,,,,,,,,,,0.76,,,,,,
2024-12-01 10:44:46,,,,,,,,,,,,,6.60,,,
2024-12-01 10:44:50,,,,,,,,,,,,,,,0.00,
2024-12-01 10:44:53,,,2.03,,,,,,,,,,,,,
2024-12-01 10:44:57,,,,,,,,,,,,,,,,1.02
2024-12-01 10:44:58,,1.02,,,,,,,,,,,,,,
2024-12-01 10:45:33,0.80,,,,,,,,,,,,,,,
2024-12-01 10:45:36,,,,,,,,,0.00,,,,,,,
2024-12-01 10:45:52,,,,1.27,,,,,,,,,,,,
2024-12-01 10:45:53,,,,,,,,,,,0.00,,,,,
2024-12-01 10:46:42,,,,,,,,,,,,0.25,,,,
2024-12-01 10:48:37,,,,,,,0.00,,,,,,,,,
2024-12-01 10:48:38,,,,,,,,,,,,,,3.05,,
2024-12-01 10:48:53,,,,,,,,2.54,,,,,,,,
2024-12-01 10:49:14,,,,,,5.33,,,,,,,,,,
