"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena"
2024-12-06 00:35:30,,,,,0.00,,,,,,,,,,
2024-12-06 00:35:37,,,,,,0.00,,,,,,,,,
2024-12-06 00:36:00,,,,,,,,,,,0.00,,,,
2024-12-06 00:36:01,,,,,,,,,,,,0.00,,,
2024-12-06 00:36:15,,,,,,,,,,,,,,0.00,
2024-12-06 00:36:32,,,,,,,,,,,,,,,0.00
2024-12-06 00:36:33,,0.00,0.00,,,,,,,,,,,,
2024-12-06 00:36:53,,,,0.00,,,,,,,,,,,
2024-12-06 00:37:07,0.00,,,,,,,,,,,,,,
2024-12-06 00:37:25,,,,,,,,,0.00,,,,,,
2024-12-06 00:39:02,,,,,,,0.00,,,,,,,,
2024-12-06 00:39:55,,,,,,,,,,,,,0.00,,
2024-12-06 00:39:57,,,,,,,,0.00,,,,,,,
2024-12-06 00:40:22,,,,,,,,,,0.00,,,,,
2024-12-06 00:40:30,,,,,0.00,,,,,,,,,,
2024-12-06 00:40:37,,,,,,0.00,,,,,,,,,
2024-12-06 00:41:00,,,,,,,,,,,0.00,,,,
2024-12-06 00:41:01,,,,,,,,,,,,0.00,,,
2024-12-06 00:41:15,,,,,,,,,,,,,,0.00,
2024-12-06 00:41:32,,,,,,,,,,,,,,,0.00
2024-12-06 00:41:33,,0.00,0.00,,,,,,,,,,,,
2024-12-06 00:41:53,,,,0.00,,,,,,,,,,,
2024-12-06 00:42:07,0.00,,,,,,,,,,,,,,
2024-12-06 00:42:25,,,,,,,,,0.00,,,,,,
2024-12-06 00:44:02,,,,,,,0.00,,,,,,,,
2024-12-06 00:44:55,,,,,,,,,,,,,0.00,,
2024-12-06 00:44:57,,,,,,,,0.00,,,,,,,
2024-12-06 00:45:22,,,,,,,,,,0.00,,,,,
2024-12-06 00:45:30,,,,,0.00,,,,,,,,,,
2024-12-06 00:45:37,,,,,,0.00,,,,,,,,,
2024-12-06 00:46:00,,,,,,,,,,,0.00,,,,
2024-12-06 00:46:01,,,,,,,,,,,,0.00,,,
2024-12-06 00:46:15,,,,,,,,,,,,,,0.00,
2024-12-06 00:46:32,,,,,,,,,,,,,,,0.00
2024-12-06 00:46:33,,0.00,0.00,,,,,,,,,,,,
2024-12-06 00:46:53,,,,0.00,,,,,,,,,,,
2024-12-06 00:47:07,0.00,,,,,,,,,,,,,,
2024-12-06 00:47:25,,,,,,,,,0.00,,,,,,
2024-12-06 00:49:02,,,,,,,0.00,,,,,,,,
2024-12-06 00:49:55,,,,,,,,,,,,,0.00,,
2024-12-06 00:49:57,,,,,,,,0.00,,,,,,,
2024-12-06 00:50:22,,,,,,,,,,0.00,,,,,
2024-12-06 00:50:30,,,,,0.00,,,,,,,,,,
2024-12-06 00:50:37,,,,,,0.00,,,,,,,,,
2024-12-06 00:51:00,,,,,,,,,,,0.00,,,,
2024-12-06 00:51:02,,,,,,,,,,,,0.00,,,
2024-12-06 00:51:15,,,,,,,,,,,,,,0.00,
2024-12-06 00:51:33,,0.00,0.00,,,,,,,,,,,,0.00
2024-12-06 00:51:53,,,,0.00,,,,,,,,,,,
2024-12-06 00:52:07,0.00,,,,,,,,,,,,,,
2024-12-06 00:52:25,,,,,,,,,0.00,,,,,,
2024-12-06 00:54:02,,,,,,,0.00,,,,,,,,
2024-12-06 00:54:55,,,,,,,,,,,,,0.00,,
2024-12-06 00:54:57,,,,,,,,0.00,,,,,,,
2024-12-06 00:55:22,,,,,,,,,,0.00,,,,,
2024-12-06 00:55:30,,,,,0.00,,,,,,,,,,
2024-12-06 00:55:37,,,,,,0.00,,,,,,,,,
2024-12-06 00:56:00,,,,,,,,,,,0.00,,,,
