Time,Ciudad Vieja,Punta Carretas,Curva de Maroñas,La Blanqueada,Prado,Lezica,Casavalle,Carrasco,Manga,Cerro,Malvín,La Esperanza,Santiago Vázquez,Colón,Paso de la Arena,Chacarita
2025-01-19 07:25:00,,,,,,,,,,,,,,,,
2025-01-19 07:25:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:25:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:25:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:26:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:26:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:26:33,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 07:27:17,0.00,,,,,,,,,,,,,,,
2025-01-19 07:27:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:27:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:27:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:27:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:29:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:29:54,,,,,,,,,0.00,,,,,,,
2025-01-19 07:30:00,,,,,,,,,,,,,,,,
2025-01-19 07:30:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:30:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:30:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:31:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:31:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:31:33,,0.00,,,,,,,,,,,,,0.00,
2025-01-19 07:31:34,,,0.00,,,,,,,,,,,,,
2025-01-19 07:32:16,0.00,,,,,,,,,,,,,,,
2025-01-19 07:32:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:32:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:32:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:32:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:34:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:34:54,,,,,,,,,0.00,,,,,,,
2025-01-19 07:35:00,,,,,,,,,,,,,,,,
2025-01-19 07:35:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:35:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:35:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:36:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:36:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:36:33,,0.00,,,,,,,,,,,,,0.00,
2025-01-19 07:36:34,,,0.00,,,,,,,,,,,,,
2025-01-19 07:37:17,0.00,,,,,,,,,,,,,,,
2025-01-19 07:37:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:37:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:37:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:37:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:39:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:39:55,,,,,,,,,0.00,,,,,,,
2025-01-19 07:40:00,,,,,,,,,,,,,,,,
2025-01-19 07:40:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:40:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:40:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:41:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:41:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:41:33,,0.00,,,,,,,,,,,,,,
2025-01-19 07:41:34,,,0.00,,,,,,,,,,,,0.00,
2025-01-19 07:42:17,0.00,,,,,,,,,,,,,,,
2025-01-19 07:42:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:42:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:42:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:42:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:44:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:44:55,,,,,,,,,0.00,,,,,,,
2025-01-19 07:45:00,,,,,,,,,,,,,,,,
2025-01-19 07:45:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:45:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:45:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:46:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:46:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:46:34,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 07:47:17,0.00,,,,,,,,,,,,,,,
2025-01-19 07:47:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:47:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:47:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:47:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:49:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:49:55,,,,,,,,,0.00,,,,,,,
2025-01-19 07:50:00,,,,,,,,,,,,,,,,
2025-01-19 07:50:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:50:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:50:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:51:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:51:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:51:34,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 07:52:16,0.00,,,,,,,,,,,,,,,
2025-01-19 07:52:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:52:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:52:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:52:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:54:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:54:55,,,,,,,,,0.00,,,,,,,
2025-01-19 07:55:00,,,,,,,,,,,,,,,,
2025-01-19 07:55:07,,,,,,,,,,0.00,,,,,,
2025-01-19 07:55:17,,,,,,1.27,,,,,,,,,,
2025-01-19 07:55:55,,,,,,,0.00,,,,,,,,,
2025-01-19 07:56:05,,,,0.00,,,,,,,,,,,,
2025-01-19 07:56:19,,,,,,,,,,,,,,0.00,,
2025-01-19 07:56:34,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 07:57:17,0.00,,,,,,,,,,,,,,,
2025-01-19 07:57:42,,,,,,,,5.33,,,,,,,,
2025-01-19 07:57:44,,,,,,,,,,,0.00,,,,,
2025-01-19 07:57:44,,,,,0.00,,,,,,,,,,,
2025-01-19 07:57:45,,,,,,,,,,,,,0.00,,,
2025-01-19 07:59:52,,,,,,,,,,,,0.51,,,,
2025-01-19 07:59:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:00:00,,,,,,,,,,,,,,,,
2025-01-19 08:00:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:00:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:00:55,,,,,,,0.00,,,,,,,,,
2025-01-19 08:01:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:01:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:01:34,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 08:02:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:02:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:02:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:02:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:02:45,,,,,,,,,,,,,0.00,,,
2025-01-19 08:04:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:04:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:05:00,,,,,,,,,,,,,,,,
2025-01-19 08:05:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:05:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:05:55,,,,,,,0.00,,,,,,,,,
2025-01-19 08:06:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:06:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:06:34,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 08:07:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:07:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:07:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:07:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:07:45,,,,,,,,,,,,,0.00,,,
2025-01-19 08:09:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:09:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:10:00,,,,,,,,,,,,,,,,
2025-01-19 08:10:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:10:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:10:58,,,,,,,0.00,,,,,,,,,
2025-01-19 08:11:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:11:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:11:34,,0.00,0.00,,,,,,,,,,,,0.25,
2025-01-19 08:12:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:12:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:12:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:12:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:12:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:14:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:14:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:15:00,,,,,,,,,,,,,,,,
2025-01-19 08:15:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:15:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:15:58,,,,,,,0.00,,,,,,,,,
2025-01-19 08:16:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:16:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:16:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:16:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:17:18,0.00,,,,,,,,,,,,,,,
2025-01-19 08:17:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:17:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:17:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:17:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:19:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:19:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:20:00,,,,,,,,,,,,,,,,
2025-01-19 08:20:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:20:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:20:58,,,,,,,0.00,,,,,,,,,
2025-01-19 08:21:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:21:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:21:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:21:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:22:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:22:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:22:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:22:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:22:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:24:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:24:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:25:00,,,,,,,,,,,,,,,,
2025-01-19 08:25:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:25:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:25:58,,,,,,,0.00,,,,,,,,,
2025-01-19 08:26:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:26:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:26:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:26:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:27:18,0.00,,,,,,,,,,,,,,,
2025-01-19 08:27:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:27:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:27:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:27:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:29:52,,,,,,,,,,,,0.51,,,,
2025-01-19 08:29:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:30:00,,,,,,,,,,,,,,,,
2025-01-19 08:30:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:30:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:30:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:31:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:31:19,,,,,,,,,,,,,,0.00,,
2025-01-19 08:31:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:31:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:32:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:32:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:32:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:32:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:32:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:34:52,,,,,,,,,,,,0.76,,,,
2025-01-19 08:34:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:35:00,,,,,,,,,,,,,,,,
2025-01-19 08:35:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:35:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:35:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:36:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:36:20,,,,,,,,,,,,,,0.00,,
2025-01-19 08:36:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:36:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:37:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:37:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:37:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:37:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:37:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:39:52,,,,,,,,,,,,0.76,,,,
2025-01-19 08:39:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:40:00,,,,,,,,,,,,,,,,
2025-01-19 08:40:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:40:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:40:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:41:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:41:20,,,,,,,,,,,,,,0.00,,
2025-01-19 08:41:34,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 08:41:35,,,,,,,,,,,,,,,0.25,
2025-01-19 08:42:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:42:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:42:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:42:44,,,,,0.00,,,,,,,,,,,
2025-01-19 08:42:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:44:52,,,,,,,,,,,,1.02,,,,
2025-01-19 08:44:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:45:00,,,,,,,,,,,,,,,,
2025-01-19 08:45:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:45:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:45:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:46:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:46:20,,,,,,,,,,,,,,0.00,,
2025-01-19 08:46:34,,0.00,,,,,,,,,,,,,,
2025-01-19 08:46:35,,,0.00,,,,,,,,,,,,0.25,
2025-01-19 08:47:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:47:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:47:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:47:45,,,,,0.00,,,,,,,,,,,
2025-01-19 08:47:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:49:52,,,,,,,,,,,,1.02,,,,
2025-01-19 08:49:55,,,,,,,,,0.00,,,,,,,
2025-01-19 08:50:00,,,,,,,,,,,,,,,,
2025-01-19 08:50:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:50:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:50:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:51:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:51:20,,,,,,,,,,,,,,0.00,,
2025-01-19 08:51:35,,0.00,0.00,,,,,,,,,,,,0.25,
2025-01-19 08:52:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:52:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:52:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:52:45,,,,,0.00,,,,,,,,,,,
2025-01-19 08:52:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:54:52,,,,,,,,,,,,1.02,,,,
2025-01-19 08:54:56,,,,,,,,,0.00,,,,,,,
2025-01-19 08:55:00,,,,,,,,,,,,,,,,
2025-01-19 08:55:07,,,,,,,,,,0.00,,,,,,
2025-01-19 08:55:17,,,,,,1.27,,,,,,,,,,
2025-01-19 08:55:59,,,,,,,0.00,,,,,,,,,
2025-01-19 08:56:05,,,,0.00,,,,,,,,,,,,
2025-01-19 08:56:20,,,,,,,,,,,,,,0.00,,
2025-01-19 08:56:35,,0.00,0.00,,,,,,,,,,,,0.25,
2025-01-19 08:57:17,0.00,,,,,,,,,,,,,,,
2025-01-19 08:57:42,,,,,,,,5.33,,,,,,,,
2025-01-19 08:57:44,,,,,,,,,,,0.00,,,,,
2025-01-19 08:57:45,,,,,0.00,,,,,,,,,,,
2025-01-19 08:57:46,,,,,,,,,,,,,0.00,,,
2025-01-19 08:59:52,,,,,,,,,,,,1.27,,,,
2025-01-19 08:59:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:00:00,,,,,,,,,,,,,,,,
2025-01-19 09:00:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:00:17,,,,,,1.27,,,,,,,,,,
2025-01-19 09:00:59,,,,,,,0.00,,,,,,,,,
2025-01-19 09:01:05,,,,0.00,,,,,,,,,,,,
2025-01-19 09:01:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:01:35,,0.00,0.00,,,,,,,,,,,,0.25,
2025-01-19 09:02:18,0.00,,,,,,,,,,,,,,,
2025-01-19 09:02:43,,,,,,,,5.33,,,,,,,,
2025-01-19 09:02:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:02:45,,,,,0.00,,,,,,,,,,,
2025-01-19 09:02:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:04:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:04:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:05:00,,,,,,,,,,,,,,,,
2025-01-19 09:05:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:05:17,,,,,,1.27,,,,,,,,,,
2025-01-19 09:05:59,,,,,,,0.00,,,,,,,,,
2025-01-19 09:06:05,,,,0.25,,,,,,,,,,,,
2025-01-19 09:06:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:06:35,,0.00,0.00,,,,,,,,,,,,0.00,
2025-01-19 09:07:18,0.00,,,,,,,,,,,,,,,
2025-01-19 09:07:43,,,,,,,,5.33,,,,,,,,
2025-01-19 09:07:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:07:45,,,,,0.00,,,,,,,,,,,
2025-01-19 09:07:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:09:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:09:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:10:00,,,,,,,,,,,,,,,,
2025-01-19 09:10:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:10:17,,,,,,1.27,,,,,,,,,,
2025-01-19 09:10:59,,,,,,,0.00,,,,,,,,,
2025-01-19 09:11:05,,,,0.76,,,,,,,,,,,,
2025-01-19 09:11:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:11:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:11:36,,,,,,,,,,,,,,,0.00,
2025-01-19 09:12:17,0.00,,,,,,,,,,,,,,,
2025-01-19 09:12:43,,,,,,,,5.33,,,,,,,,
2025-01-19 09:12:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:12:45,,,,,0.76,,,,,,,,,,,
2025-01-19 09:12:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:14:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:14:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:15:00,,,,,,,,,,,,,,,,
2025-01-19 09:15:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:15:17,,,,,,1.27,,,,,,,,,,
2025-01-19 09:16:02,,,,,,,0.00,,,,,,,,,
2025-01-19 09:16:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:16:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:16:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:16:36,,,,,,,,,,,,,,,0.00,
2025-01-19 09:17:18,0.00,,,,,,,,,,,,,,,
2025-01-19 09:17:43,,,,,,,,5.33,,,,,,,,
2025-01-19 09:17:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:17:45,,,,,1.02,,,,,,,,,,,
2025-01-19 09:17:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:19:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:19:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:20:00,,,,,,,,,,,,,,,,
2025-01-19 09:20:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:20:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:21:02,,,,,,,0.00,,,,,,,,,
2025-01-19 09:21:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:21:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:21:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:21:36,,,,,,,,,,,,,,,0.25,
2025-01-19 09:22:17,0.00,,,,,,,,,,,,,,,
2025-01-19 09:22:44,,,,,,,,5.33,,,,,,,,
2025-01-19 09:22:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:22:45,,,,,1.02,,,,,,,,,,,
2025-01-19 09:22:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:24:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:24:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:25:00,,,,,,,,,,,,,,,,
2025-01-19 09:25:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:25:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:26:02,,,,,,,0.00,,,,,,,,,
2025-01-19 09:26:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:26:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:26:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:26:36,,,,,,,,,,,,,,,1.02,
2025-01-19 09:27:19,0.00,,,,,,,,,,,,,,,
2025-01-19 09:27:44,,,,,,,,5.33,,,,,,,,
2025-01-19 09:27:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:27:45,,,,,1.27,,,,,,,,,,,
2025-01-19 09:27:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:29:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:29:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:30:00,,,,,,,,,,,,,,,,
2025-01-19 09:30:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:30:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:31:02,,,,,,,0.25,,,,,,,,,
2025-01-19 09:31:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:31:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:31:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:31:36,,,,,,,,,,,,,,,1.27,
2025-01-19 09:32:18,0.00,,,,,,,,,,,,,,,
2025-01-19 09:32:44,,,,,,,,5.33,,,,,,,,
2025-01-19 09:32:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:32:45,,,,,1.27,,,,,,,,,,,
2025-01-19 09:32:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:34:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:34:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:35:00,,,,,,,,,,,,,,,,
2025-01-19 09:35:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:35:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:36:02,,,,,,,0.25,,,,,,,,,
2025-01-19 09:36:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:36:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:36:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:36:36,,,,,,,,,,,,,,,1.27,
2025-01-19 09:37:19,0.00,,,,,,,,,,,,,,,
2025-01-19 09:37:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:37:45,,,,,,,,5.33,,,,,,,,
2025-01-19 09:37:45,,,,,1.52,,,,,,,,,,,
2025-01-19 09:37:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:39:52,,,,,,,,,,,,1.27,,,,
2025-01-19 09:39:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:40:00,,,,,,,,,,,,,,,,
2025-01-19 09:40:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:40:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:41:02,,,,,,,0.25,,,,,,,,,
2025-01-19 09:41:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:41:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:41:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:41:36,,,,,,,,,,,,,,,1.52,
2025-01-19 09:42:18,0.00,,,,,,,,,,,,,,,
2025-01-19 09:42:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:42:45,,,,,,,,5.33,,,,,,,,
2025-01-19 09:42:45,,,,,1.52,,,,,,,,,,,
2025-01-19 09:42:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:44:53,,,,,,,,,,,,1.27,,,,
2025-01-19 09:44:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:45:00,,,,,,,,,,,,,,,,
2025-01-19 09:45:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:45:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:46:02,,,,,,,0.25,,,,,,,,,
2025-01-19 09:46:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:46:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:46:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:46:36,,,,,,,,,,,,,,,1.52,
2025-01-19 09:47:19,0.00,,,,,,,,,,,,,,,
2025-01-19 09:47:44,,,,,,,,,,,0.00,,,,,
2025-01-19 09:47:45,,,,,,,,5.33,,,,,,,,
2025-01-19 09:47:45,,,,,1.52,,,,,,,,,,,
2025-01-19 09:47:46,,,,,,,,,,,,,0.00,,,
2025-01-19 09:49:53,,,,,,,,,,,,1.27,,,,
2025-01-19 09:49:56,,,,,,,,,0.00,,,,,,,
2025-01-19 09:50:00,,,,,,,,,,,,,,,,
2025-01-19 09:50:07,,,,,,,,,,0.00,,,,,,
2025-01-19 09:50:18,,,,,,1.27,,,,,,,,,,
2025-01-19 09:51:02,,,,,,,0.25,,,,,,,,,
2025-01-19 09:51:05,,,,1.27,,,,,,,,,,,,
2025-01-19 09:51:20,,,,,,,,,,,,,,0.00,,
2025-01-19 09:51:35,,0.00,0.00,,,,,,,,,,,,,
2025-01-19 09:51:36,,,,,,,,,,,,,,,1.52,
2025-01-19 09:52:18,0.00,,,,,,,,,,,,,,,
