FECHA;INUMET
1/1/2025;0
2/1/2025;14.2
3/1/2025;0
4/1/2025;0
5/1/2025;0
6/1/2025;0
7/1/2025;0
8/1/2025;0
9/1/2025;0
10/1/2025;0
11/1/2025;0
12/1/2025;0
13/1/2025;0
14/1/2025;0
15/1/2025;0
16/1/2025;0
17/1/2025;0
18/1/2025;0
19/1/2025;0
20/1/2025;26.6
21/1/2025;0
22/1/2025;0
23/1/2025;0
24/1/2025;0
25/1/2025;0
26/1/2025;0
27/1/2025;0
28/1/2025;0
29/1/2025;0
30/1/2025;0
31/1/2025;0
